N,2176,7,2,17
63963,7,7
54247,7,10
97699,7,2
22246,7,9
93767,7,3
1781,7,7
4163,7,10
15590,7,3
20103,7,2
23250,7,1
36543,7,9
46695,7,6
46781,7,2
56494,7,9
70366,7,5
72930,7,5
73319,7,2
N,1971,7,5,14
91878,7,10
57057,7,7
81507,7,8
20911,7,9
22741,7,1
22847,7,10
23519,7,1
40111,7,3
46551,7,2
63002,7,10
67239,7,7
68957,7,8
93735,7,4
93919,7,3
N,43,7,2,5
25921,7,8
40551,7,3
48738,7,8
72789,7,5
79019,7,8
N,10,7,2,5
15507,7,2
48199,7,9
79590,7,1
80613,7,1
88769,7,8
N,2049,7,1,20
27301,1,10
31718,7,5
72035,7,4
13031,7,10
65191,7,6
24287,7,5
28359,7,3
81503,7,5
81600,7,8
39591,7,8
3615,7,5
6151,7,1
15650,7,1
48167,7,6
60599,7,8
64983,7,3
81639,7,9
88241,7,8
96279,7,9
97687,7,1
N,995,7,1,17
54759,7,5
76423,7,10
48855,7,10
65108,7,10
69323,7,1
44738,7,3
16071,7,9
16102,7,1
32423,7,9
36355,7,5
38629,7,9
39911,7,4
39941,7,6
40102,7,2
70847,7,3
73436,7,4
93927,7,7
N,2230,7,2,17
94945,7,1
70887,7,3
30279,7,4
48838,7,6
59,7,8
5159,7,5
5550,7,8
15974,7,10
16075,7,8
22999,7,8
23654,7,3
28859,7,9
31382,7,3
54614,7,1
61111,7,10
72676,7,2
85415,7,4
N,1791,7,3,6
14818,7,2
48060,7,2
65063,7,8
72791,7,9
96961,7,3
97444,7,10
N,1758,7,2,6
6165,7,4
20135,7,3
20178,7,10
24247,7,4
65253,7,4
87719,7,3
N,1539,7,3,20
54751,7,8
88807,7,6
65191,7,9
53711,7,4
65142,7,9
64141,7,10
83591,7,4
23523,7,7
9187,7,6
67255,7,5
6103,7,4
15460,7,6
46820,7,6
48867,7,1
48870,7,10
60647,7,2
64613,7,7
85670,7,3
96971,7,10
98015,7,2
N,1475,7,1,5
16097,7,9
23713,7,10
39845,7,4
47045,7,7
81639,7,7
N,2219,7,3,20
55269,7,7
32434,7,4
78561,7,10
21735,7,10
32483,7,1
28903,7,10
51653,7,7
54948,7,5
89284,7,3
89702,7,4
4765,7,7
14055,7,5
23239,7,2
31827,7,4
44765,7,1
48279,7,7
56679,7,2
75475,7,5
87140,7,10
87711,7,6
N,1235,7,3,16
81307,7,5
77212,7,3
52883,7,6
56801,7,3
95459,7,2
54375,7,8
21158,7,3
23747,7,5
28227,7,8
32998,7,9
52699,7,8
52710,7,2
61895,7,8
64215,7,9
79573,7,3
87638,7,7
N,1347,7,2,9
5663,7,3
6215,7,2
10311,7,10
21223,7,10
29917,7,5
57061,7,7
62551,7,2
63192,7,9
70882,7,6
N,1283,7,4,15
56287,7,8
57063,7,2
69007,7,9
12575,7,7
16098,7,7
21715,7,4
22246,7,6
30179,7,1
37379,7,6
44767,7,9
64227,7,1
64230,7,10
73187,7,8
83408,7,9
97413,7,6
N,196,7,2,7
2106,7,10
9911,7,3
28383,7,9
31463,7,7
89377,7,10
89762,7,6
97655,7,6
N,2818,7,4,6
15519,7,1
32117,7,8
32404,7,2
62117,7,1
73075,7,7
80999,7,2
N,1263,7,3,20
15743,7,8
15078,7,10
48795,7,10
89565,7,3
57010,7,1
56035,7,9
46803,7,2
