N,251,2,6,16
55941,2,4
89659,2,3
89035,2,10
73295,2,10
40591,2,9
3143,2,9
32487,2,5
15077,2,2
19810,2,4
37095,2,3
38375,2,7
44703,2,5
64142,2,8
77527,2,4
84951,2,5
96293,2,8
N,2691,2,9,10
12295,2,1
48004,2,10
48117,2,3
64206,2,8
65021,2,1
65251,2,1
86167,2,7
87775,2,6
89535,2,9
96990,2,7
N,753,2,10,6
3128,2,8
28390,2,3
36949,2,10
65179,2,9
72295,2,4
87511,2,9
N,75,2,9,6
22724,2,8
47839,2,5
60389,2,9
65126,2,2
72295,2,6
85223,2,5
N,1233,2,9,10
13795,2,1
16102,2,7
23221,2,2
32355,2,6
57017,2,6
61151,2,2
62042,2,1
63445,2,8
80486,2,2
89676,2,5
N,751,2,7,13
96966,2,10
37063,2,9
56679,2,8
1031,2,3
4920,2,5
29383,2,4
35941,2,3
36550,2,7
73414,2,8
80539,2,4
81347,2,6
87719,2,2
89831,2,10
N,265,2,10,8
17509,2,9
22657,2,8
32407,2,1
36323,2,3
42619,2,7
55979,2,4
70881,2,2
72413,2,7
N,1283,2,9,5
22089,2,9
44645,2,2
64211,2,6
65189,2,4
89815,2,3
N,299,2,6,15
42203,2,1
28090,2,4
23983,2,4
1607,2,6
4935,2,7
14946,2,9
16087,2,2
21647,2,9
35271,2,10
56038,2,2
56551,2,8
64655,2,3
68316,2,5
73263,2,6
73446,2,3
N,1281,2,8,15
39085,2,10
42215,2,10
47458,2,7
70343,2,6
47838,2,9
15587,2,4
16071,2,9
23651,2,5
31879,2,7
39456,2,3
48743,2,8
65222,2,1
80483,2,2
86743,2,7
98013,2,6
N,2307,2,8,11
1081,2,6
1799,2,10
10279,2,8
17685,2,5
32157,2,3
47257,2,3
53333,9,4
56480,2,10
61150,2,2
89649,2,6
95334,2,3
N,999,2,8,16
65167,2,7
11995,2,10
59079,2,10
48711,2,10
45159,2,3
11871,2,1
12331,2,7
18647,2,4
20181,2,8
28391,2,5
32143,2,6
44599,2,1
48871,2,7
56551,2,6
63459,2,10
95471,2,2
N,2245,2,6,18
98023,2,1
93815,2,3
39492,2,7
56711,2,6
97479,2,8
93847,2,7
14755,2,2
16069,2,8
26835,2,2
28327,2,5
28381,2,2
30055,2,5
32167,2,9
48563,2,6
85719,2,8
86674,2,1
96355,2,5
97893,2,10
N,2291,2,8,18
67684,2,8
73143,2,7
68767,2,3
32471,2,8
32465,2,1
40653,2,3
11975,2,5
46814,2,7
30423,2,6
5631,2,10
15587,2,2
42693,2,3
66887,2,8
67271,2,6
80551,2,7
89174,2,9
