S,2,2,17,43
O,2,5,1280
D,2,7
N,2139,2,2,10
1317,2,5
15581,2,7
30951,2,9
31445,2,3
57042,8,9
64223,2,2
74587,2,6
86719,2,1
87126,2,9
97255,2,2
N,2265,2,3,14
47839,2,8
75612,2,7
72931,2,5
97991,2,1
39397,2,10
13845,2,9
15831,2,5
37861,2,1
40550,2,2
48358,2,10
48806,2,2
53951,2,1
73190,2,3
92555,2,9
N,199,2,1,11
51943,2,8
96739,2,8
11491,2,6
11731,2,10
29406,2,4
40674,2,1
51393,2,3
54951,2,6
89539,2,5
95427,2,1
97813,2,4
N,323,2,3,6
2117,2,2
5687,2,10
37990,2,7
48675,2,9
91747,2,2
95406,2,9
N,1725,2,5,10
73285,2,1
38741,2,1
46815,2,9
51398,2,10
80995,2,4
81574,2,9
85476,2,4
87171,2,3
88805,2,3
98023,2,1
N,2299,2,4,10
11879,2,5
14999,2,5
16071,2,6
23783,2,3
32484,2,1
34438,2,1
38342,1,4
60871,2,2
72935,2,6
81631,2,6
N,483,2,4,9
19655,2,10
22759,2,9
30383,2,6
40670,2,7
54246,2,4
70351,2,4
70375,2,1
78951,2,8
97759,2,3
N,1987,2,3,19
85707,2,7
3382,2,2
77414,2,4
4165,2,1
3571,2,4
89831,2,5
999,2,10
3647,2,6
5698,2,7
5925,2,4
30933,2,8
31829,2,9
38387,2,5
40167,2,7
48338,2,9
73355,2,3
89317,2,2
89319,2,5
95679,2,2
N,1171,2,3,10
5702,2,10
15975,2,9
40673,2,1
57054,2,5
65253,2,10
71390,2,9
88607,2,2
88658,2,2
88783,2,8
98007,2,2
N,625,2,5,9
13963,2,2
20133,2,2
25927,2,1
29990,2,7
36455,2,5
84189,2,7
89289,1,3
93873,2,9
93926,2,1
N,1279,2,2,6
5727,2,1
40071,2,4
56798,2,8
64715,2,10
73371,2,5
89662,2,3
N,2175,2,5,20
87675,2,5
53765,2,3
79078,2,9
4071,2,10
49063,2,6
56775,2,9
48829,9,8
27815,2,2
325,2,7
6007,2,7
9959,2,9
10774,2,2
15763,2,8
24037,2,8
30886,2,9
39494,2,3
48071,2,4
65243,2,10
93852,2,7
95975,2,3
N,191,2,1,9
8039,2,10
24231,2,3
28127,2,5
36967,2,7
46567,2,4
78567,2,4
87756,2,8
97987,2,10
99932,2,5
N,2175,2,2,9
7231,2,3
23706,2,9
30179,2,7
31399,2,7
48847,2,10
57063,2,7
81551,2,1
86662,2,3
87757,2,9
N,2131,2,5,18
36047,2,9
67295,2,4
40541,2,10
34535,2,3
23247,2,2
81575,2,5
55654,2,9
6215,2,10
10951,2,7
14933,2,2
15814,2,4
23271,2,2
30439,2,7
35284,2,9
57051,2,5
64933,2,3
89543,2,4
93886,2,2
N,2452,2,3,9
22657,2,10
40655,2,10
44697,2,1
52935,2,2
56994,2,2
72807,2,10
89767,2,10
92570,2,8
92903,2,7
N,643,2,2,8
6051,2,8
23269,2,3
27302,2,8
39399,2,2
54887,2,4
60390,2,9
81443,2,7
93923,2,10
P,2,2,2241,961.15
P,2,5,2819,3186.88
P,2,2,2819,3513.3
N,748,2,1,15
44003,2,10
72151,2,5
80891,2,10
62852,2,3
67799,2,7
5159,2,2
13399,2,8
24038,2,6
29517,2,1
55090,2,10
79259,2,3
80302,2,7
89669,2,1
93927,2,3
96422,2,6
N,499,2,4,7
5299,2,8
13795,2,7
26233,2,4
43230,2,7
63187,2,4
81604,2,3
96482,2,6
N,4,2,1,9
48581,2,7
36566,2,4
47838,2,10
54311,2,5
65207,2,9
73415,2,7
80691,2,4
89731,2,5
98011,2,3
N,331,2,1,8
2046,2,3
12883,2,9
32455,2,6
56518,2,6
66271,2,9
73127,2,3
88999,2,4
97261,2,8
N,2305,2,2,13
79573,2,9
12751,2,5
48862,2,10
11879,2,3
40676,2,4
46822,2,8
47255,2,2
47719,2,3
48863,2,10
63207,2,10
64398,2,2
73359,2,1
76513,2,5
N,195,2,4,16
40614,2,6
24158,2,9
91602,2,5
48315,2,1
73159,2,1
1859,2,6
2887,2,7
5639,2,7
15017,2,3
38631,2,8
39655,2,6
48327,2,1
51779,2,10
63206,2,4
80471,2,5
85735,2,10
N,2817,2,2,15
52325,2,5
75230,2,10
98010,2,5
35525,2,10
69343,2,2
64935,2,4
5062,2,5
14055,2,6
35514,2,10
40550,2,9
47487,2,9
56038,2,2
70915,2,8
75421,2,8
83639,2,2
N,2770,2,2,16
36677,2,6
56997,2,1
13019,2,4
24039,2,2
14055,2,9
58599,2,5
62909,2,8
15991,2,8
24191,2,2
35430,2,4
40423,2,8
60642,2,7
60998,2,1
68322,2,2
71263,2,3
81467,2,3
N,1150,2,3,13
34518,2,5
6046,2,6
9959,2,1
14053,2,2
18036,2,5
22375,2,3
23015,2,2
28387,2,3
29342,2,7
36255,2,6
