N,295,10,3,18
40519,10,8
19645,10,10
70357,10,6
51815,10,1
24007,10,2
38231,10,2
31399,10,8
13446,10,3
14279,10,7
30339,10,4
31831,10,6
60567,10,3
73191,10,1
80974,10,6
85735,10,5
91351,10,5
97889,10,6
97924,10,1
N,1951,10,5,7
4127,10,8
7238,10,10
38589,10,3
40419,10,8
40511,10,8
46294,10,5
85447,10,10
N,313,10,5,14
56540,10,9
16476,10,5
64156,10,9
5187,10,10
6127,10,9
20198,10,8
26462,10,4
31843,10,5
39575,10,9
42467,10,5
56671,10,4
79062,10,7
85478,10,5
91783,10,2
N,183,10,4,17
47835,10,4
85471,10,4
93347,10,5
48865,10,1
81591,10,9
90918,10,5
2261,10,4
4071,10,6
6151,10,6
13975,10,7
22502,10,7
47646,10,7
56807,10,10
72831,10,3
73319,10,5
95715,10,5
97767,10,5
N,1027,10,1,12
50334,10,10
15051,10,10
16103,10,2
9779,10,1
14146,10,2
40091,10,1
42519,10,10
50395,10,4
54887,10,1
62615,10,10
64447,10,8
64966,10,8
N,2801,10,3,20
61075,10,6
92821,10,3
80583,10,5
32387,10,2
13405,10,9
77361,10,5
40550,10,10
32487,10,8
4295,10,7
5445,10,4
12007,10,7
24150,10,10
24215,10,2
38463,10,2
71143,10,3
73062,10,2
73191,10,8
75423,10,8
95975,10,1
97856,10,5
N,2027,10,5,15
54438,10,10
65111,10,2
77015,10,10
29927,10,10
73403,10,8
5191,10,11
12103,10,10
23287,10,4
29991,10,10
36423,10,6
40167,10,9
81495,10,9
86611,10,5
95638,10,3
97671,10,4
N,983,10,1,12
2051,10,5
6215,10,5
18006,10,9
23239,10,10
23525,10,1
24038,10,8
31959,10,7
32279,10,2
55256,10,2
55775,10,3
56774,10,5
73445,10,10
N,2307,10,3,10
5426,10,5
5959,10,1
14301,10,5
16077,10,10
40151,10,4
55893,10,7
56789,10,8
64739,10,10
73447,10,9
95719,10,6
N,1855,10,1,15
3959,10,10
40535,10,3
16069,10,10
57039,10,5
80231,10,9
34534,10,2
81511,10,5
36575,10,10
39523,10,10
48864,10,5
58631,10,5
63038,10,1
73151,10,1
73399,10,8
95932,10,10
D,10,10
P,10,1,1279,4707.75
N,2285,10,4,8
3351,10,1
27357,10,4
30302,10,2
33506,10,2
36579,10,3
84311,10,5
92757,10,2
97959,10,9
N,1789,10,3,20
27302,10,9
79591,10,2
91623,10,2
