N,321,3,10,15
28350,3,9
15967,3,9
80615,3,6
81314,3,6
42983,3,7
44732,3,2
4996,3,2
15068,3,4
40630,3,6
42715,3,5
54499,3,10
64851,3,9
88642,3,4
89827,3,4
97335,3,1
N,1279,3,7,17
79317,3,6
60101,3,1
73447,3,1
72875,3,9
30019,3,2
31111,3,10
5558,3,7
6143,7,2
11989,3,7
21862,3,9
28386,3,5
64319,3,8
64785,3,8
71399,3,10
73381,3,9
80279,3,7
81610,3,10
N,2803,3,7,8
6055,3,9
11779,3,8
13925,3,6
20191,3,1
21669,3,2
46818,3,8
57059,3,9
68995,3,10
N,899,3,9,14
65111,3,7
65249,3,8
3569,3,2
15903,3,5
16098,3,4
23763,3,5
24291,3,9
31783,3,3
34457,3,2
40531,3,5
40679,3,6
52575,3,3
69271,3,10
96869,3,5
N,2811,3,10,19
61543,3,1
52190,3,8
30438,3,7
80277,3,7
24070,3,9
91812,3,9
34753,3,4
65188,3,3
6151,3,1
7239,3,7
16031,3,2
53783,3,6
60390,3,10
71271,3,4
73059,3,4
73063,3,10
81231,3,10
84894,3,8
93279,3,1
N,2306,3,10,20
24151,3,10
36295,3,6
38091,3,4
56485,3,9
37092,3,8
60965,3,10
16037,3,9
57015,3,3
77282,3,1
4928,3,1
5443,3,1
15543,3,3
21159,3,8
23780,3,3
46502,3,1
53959,3,5
64115,3,6
81639,3,4
95462,3,4
97945,3,10
R,3,8,1027
P,3,10,2283,3507.74
N,745,3,9,11
64581,3,9
1584,3,4
13495,3,8
15015,3,6
23263,3,6
46498,3,7
52837,3,8
63813,3,4
71959,3,2
88161,3,2
97649,3,9
N,215,3,6,5
38255,3,4
48807,3,3
68703,3,6
73076,3,4
95703,3,5
N,2299,3,10,7
10127,3,5
12747,3,1
24295,3,6
32423,3,4
37083,6,8
73381,3,6
77383,3,7
D,3,2
D,3,1
P,3,10,1219,854.14
N,755,3,7,15
57059,3,6
71383,3,6
60643,3,5
31966,3,3
69287,3,6
4158,3,7
19335,3,7
23465,3,3
32453,3,8
35927,3,3
48292,3,6
56507,3,2
63063,3,6
78533,3,8
89639,3,7
N,771,3,8,15
71773,3,6
54754,3,1
64723,3,5
16615,3,1
96551,3,8
1095,3,8
6063,3,4
16279,3,8
48221,3,8
48677,3,6
72135,3,10
72391,3,10
73310,3,10
78007,3,4
80382,3,1
P,3,10,1277,2271.53
O,3,10,1891
N,833,3,8,9
15575,3,1
16083,3,4
22213,3,2
28191,3,3
39617,3,8
40151,3,7
54759,3,9
66687,3,8
93861,3,7
D,3,3
O,3,7,69
N,1015,3,6,10
3127,3,4
4639,3,10
11481,3,1
23909,3,2
40127,3,10
48103,3,4
48227,3,2
73127,3,8
79075,3,9
95843,3,3
P,3,8,2296,4425.58
I,3,7,30
P,4,4,1195,737.3
S,3,6,17,42
N,331,3,10,13
72710,3,10
11651,3,6
15841,3,1
20383,3,1
21127,3,10
26310,3,6
30871,3,9
69223,3,6
81050,3,3
89795,3,8
93623,3,3
97760,3,5
97767,3,3
D,3,6
D,3,1
N,882,3,7,11
97446,3,10
24255,3,3
5691,3,1
32487,3,5
40611,3,1
51943,3,6
64738,3,7
79295,3,5
89831,3,4
91547,3,1
93499,3,4
N,72,3,9,20
56663,3,8
73029,3,9
65118,3,7
63184,3,5
80087,3,4
93848,3,9
55841,3,3
583,3,3
42695,3,8
24293,3,4
22183,3,5
31427,3,9
34039,3,7
36195,3,10
46679,3,7
52947,3,9
56483,3,9
56531,3,7
83540,3,3
87751,3,3
N,2171,3,7,10
1031,3,4
19686,3,7
23759,3,4
27733,3,7
39527,3,9
40385,3,7
62037,3,2
83519,3,7
92126,3,9
93375,3,5
N,7,3,9,16
69324,3,9
48599,3,2
72291,3,10
40615,3,7
5191,3,6
5942,3,6
9793,3,4
11811,3,1
11819,3,9
11986,3,7
32327,3,1
63203,3,1
64167,3,1
65155,3,3
68319,3,6
87271,3,9
N,1219,3,7,5
13730,3,5
40679,3,10
69095,3,9
84699,3,10
87975,3,8
N,1123,3,9,20
19303,3,6
92901,3,10
85191,3,8
30827,3,6
71261,3,8
77526,3,6
9663,3,10
52375,3,8
6083,3,8
6206,3,6
14623,3,2
14938,3,4
15589,3,8
15831,3,10
20711,3,9
48482,3,10
53451,3,4
62181,3,2
89187,3,4
97624,3,1
N,167,3,10,10
5314,3,4
14311,3,10
36523,3,5
36551,3,5
48639,3,4
48727,3,7
52454,3,4
64999,3,9
70751,3,9
73447,3,4
D,3,7
N,201,3,8,11
13271,3,9
23271,3,4
23525,3,3
27719,3,4
32231,3,10
55959,3,5
61863,3,6
63195,3,9
64614,3,2
69095,3,7
97615,3,6
D,3,3
N,39,3,8,16
60071,3,5
48870,3,4
64470,3,2
44261,3,6
84455,3,5
73443,3,5
10259,3,10
15590,3,3
20049,3,4
32357,3,5
35015,3,7
36437,3,7
65247,3,5
73185,3,8
83495,3,4
97922,3,4
N,1001,3,9,19
73447,3,4
20071,3,9
88743,3,2
52950,3,5
34941,3,5
62567,3,2
32454,3,7
58330,3,3
2347,3,5
5959,3,6
9773,3,9
20189,3,9
32346,3,8
40487,3,8
54470,3,6
54887,3,1
55799,3,7
56903,3,1
60870,3,9
D,3,8
N,802,3,8,17
32991,3,1
88743,3,1
48551,3,8
56023,3,2
81506,3,2
23,3,4
3941,3,2
6023,3,2
6095,3,3
7715,3,2
29319,1,1
40391,3,2
47078,3,3
56999,3,4
85181,3,7
89823,3,3
96661,3,4
D,3,6
D,3,2
O,3,6,69
N,2853,3,7,9
5695,3,7
23143,3,3
24294,3,2
39558,3,3
57063,3,4
63205,3,5
73391,3,8
77159,3,6
80356,3,4
N,307,3,7,8
11767,3,8
14918,3,5
24103,3,7
48345,3,3
48533,3,8
50534,3,9
77447,3,7
97999,3,1
N,2808,3,10,15
62631,3,5
58571,3,9
22435,3,10
45095,3,6
69262,3,6
73447,3,2
35527,3,6
39559,3,9
40403,3,2
68150,3,3
73173,3,8
73178,3,3
80293,3,4
88775,3,2
97919,3,6
T
D,3,2
P,3,10,1786,61.94
N,1227,3,9,13
63151,3,8
61159,3,8
56965,3,2
95879,3,4
13716,3,4
21955,3,5
29383,3,9
34523,3,7
40167,3,5
51943,3,3
52826,3,4
65110,3,1
91743,3,6
N,2127,3,10,13
48807,3,9
31419,3,1
89815,3,4
31717,3,1
5175,3,8
29745,3,4
45926,3,5
48255,3,4
52487,3,4
71047,3,10
73267,3,9
89271,3,1
89519,3,5
N,1897,3,7,13
83669,3,2
62901,3,2
4103,3,8
5857,3,8
15271,3,2
20167,3,4
22071,3,6
31430,3,9
52711,3,6
65249,3,8
68903,3,10
85735,3,4
88160,3,4
N,2303,3,6,15
55014,3,9
80991,3,1
93927,3,6
84643,3,2
733,3,2
1599,3,3
5936,3,5
20189,3,7
39111,3,2
40162,3,1
52645,3,2
62948,3,3
70986,3,5
72357,3,6
85223,3,2
N,1273,3,8,7
21971,3,8
44698,3,7
56436,3,1
56763,3,3
61027,3,10
81638,3,9
91238,3,8
N,2273,3,8,9
15547,3,10
16023,3,7
21214,3,8
23059,3,4
29852,3,6
40295,3,8
73414,3,7
81111,3,8
97751,3,2
N,1207,3,6,5
24030,3,1
25311,3,3
30391,3,3
85596,3,8
87335,3,5
N,266,3,10,6
15557,3,10
32147,3,8
35531,3,5
48855,3,7
70310,3,5
88931,3,1
N,2691,3,7,9
6214,3,2
20159,3,5
24277,3,8
38563,3,3
40615,3,9
65198,3,2
81591,3,1
94689,3,4
98021,3,6
N,739,3,6,10
73043,3,2
1091,3,8
12007,3,10
39815,3,2
49831,3,7
78683,3,9
92765,3,3
95075,3,6
97511,3,9
97696,3,4
N,2811,3,10,20
81605,3,10
74898,3,4
54967,3,4
48801,3,7
39556,3,10
15703,3,8
16051,3,1
65083,3,4
48790,3,1
52967,3,10
6151,3,4
19733,3,9
24234,3,3
30373,3,4
47668,3,9
54755,3,9
80759,3,7
81627,3,10
89239,3,1
89826,3,3
N,2897,3,10,17
23239,3,6
42206,3,3
79519,3,3
97959,3,5
24029,3,4
68189,3,7
56794,3,10
4135,3,4
15983,3,2
24295,3,7
26084,3,6
43685,3,6
48677,3,3
77257,3,7
77477,3,7
78502,3,5
79719,3,3
N,1280,3,10,10
9935,3,9
19678,3,3
29879,3,5
32422,3,2
34388,3,6
56869,3,3
64419,3,7
65243,3,4
72422,3,1
87431,3,5
N,303,3,9,10
86758,3,2
9915,3,4
15589,3,1
27495,3,5
38631,3,2
63134,3,10
64949,3,3
72935,3,2
78535,3,2
84775,3,4
N,1267,3,10,17
65231,3,3
21971,3,1
56551,3,8
81509,3,6
87783,3,3
56891,3,8
97958,3,9
13442,3,5
32455,3,10
40551,3,8
55984,3,8
69079,3,8
73189,3,10
80990,3,4
81054,3,4
85543,3,2
97935,3,1
N,1250,3,9,5
4919,3,5
56030,3,10
59430,3,3
63329,3,4
99461,3,7
N,2619,3,9,16
22758,3,5
75494,3,8
64999,3,4
48711,3,4
40062,3,9
70263,3,6
6022,3,8
14147,3,2
15447,3,2
23907,3,6
40663,3,7
48481,3,10
63205,3,9
81103,3,8
84449,3,4
91303,3,4
N,1282,3,6,6
11391,3,2
15543,3,1
45779,3,8
48535,3,10
65198,3,3
89823,3,4
N,2123,3,8,7
6150,3,9
9895,3,4
55655,3,8
81587,3,8
85713,3,10
89159,3,7
90527,3,5
N,2686,3,7,20
62695,3,6
51359,3,6
57063,3,8
6213,3,2
27295,3,8
46178,3,5
48038,3,6
3974,3,3
1515,3,2
1813,3,5
5119,3,4
15847,3,8
31638,3,8
32299,3,2
42725,3,3
47715,3,2
48769,3,4
64438,3,10
76697,3,1
88703,3,1
N,299,3,6,17
46567,3,4
5954,3,9
57047,3,5
73410,3,6
96998,3,9
13023,3,4
16103,3,1
9279,3,10
11934,3,4
24253,3,9
32475,3,8
39743,3,10
44473,3,2
46687,3,9
50875,3,10
77510,3,10
79554,3,10
N,1987,3,10,9
16070,3,4
24287,3,10
39591,3,5
43653,3,4
58575,3,10
65239,3,6
72998,3,4
82374,3,4
97831,3,10
N,1141,3,8,9
10551,3,7
14052,3,7
32191,3,4
52949,3,9
65202,3,6
77479,3,8
83507,3,2
85603,3,10
98023,3,10
N,195,3,8,20
86374,3,10
93566,3,8
73383,3,8
79319,3,4
57063,3,6
51668,3,1
11939,3,10
48356,3,6
80993,3,2
95588,3,6
45991,3,7
9774,3,8
14565,3,4
38622,3,2
55767,3,4
62663,3,7
95459,3,2
95714,3,1
95905,3,1
97986,3,8
N,1281,3,9,18
54878,3,6
97752,3,8
6015,3,2
47453,3,3
32471,3,9
51421,3,10
64551,3,9
1588,3,1
2099,3,8
10918,3,5
23141,3,6
23895,3,3
40647,3,6
64228,3,5
65055,3,7
76356,3,5
84003,3,7
87270,3,1
N,382,3,8,16
56517,3,8
46759,3,6
34023,3,7
27867,3,8
52957,3,2
32868,3,4
6058,3,2
27099,3,2
31957,3,2
32286,3,10
40651,3,1
41669,3,1
60133,3,2
73383,3,5
78334,3,3
91841,3,7
N,70,3,8,19
79527,3,3
63192,3,6
65055,3,10
64959,3,3
75483,3,7
46551,3,9
31205,4,6
25758,3,9
11941,3,1
25565,3,7
31701,3,3
31839,3,10
36823,3,4
40167,3,10
44743,3,5
63718,3,1
81527,3,2
81605,3,1
95927,3,9
N,1263,3,7,12
32173,3,8
2079,3,1
4159,3,1
9942,3,9
10055,3,5
14071,3,4
46429,3,8
48485,3,8
61615,3,10
73141,3,3
75473,3,4
81351,3,3
N,2303,3,9,13
77159,3,2
81067,3,5
71257,3,10
3975,3,6
6018,3,7
30950,3,2
36487,3,1
56231,3,8
62693,3,10
74465,3,6
76513,3,2
89231,3,8
98022,3,6
N,290,3,10,14
11428,3,1
49767,3,10
40431,3,7
69334,3,1
83403,3,4
11746,3,5
11847,3,3
33087,3,6
56879,3,2
68831,3,8
73445,3,8
81031,3,2
97383,3,2
97749,3,5
N,995,3,10,10
56975,3,5
15839,3,3
40615,3,7
46531,3,10
71287,3,2
75871,3,3
78503,3,8
78539,3,7
85207,3,3
88775,3,4
N,323,3,8,19
93382,3,7
55012,3,4
32094,3,10
